Timestamp,Title,Date,Time,City,Venue,Category,Cost,TicketUrl,Email,SubmitterName,Notes,Status
2026-08-12 12:00:00,Friday Night Dance Lounge,2019-11-15,8p-1:30a,Anchorage,Alaska Dance Promotions,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Medium Build Album Release Show,2019-11-15,8p-11:30p,Anchorage,Heart of the City,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,R&B Live Anchorage!,2019-11-15,8p-11p,Anchorage,Hard Rock Café,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Eternal Cowboys,2019-11-15,8p-11p,Anchorage,"Matanuska Brewing Company, Anchorage",music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Wreck In The Roundabout,2019-11-15,8p-12a,Anchorage,907 Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Rico,2019-11-15,8p-12a,Anchorage,Anchorage Moose Lodge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Elvis Monroe w/ DJ Soulman,2019-11-15,8p-2:30a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,UAA Dance Performance,2019-11-15,8p-9:30p,Anchorage,UAA Fine Arts Building,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Rebeckah Hastings,2019-11-15,9p-12a,Anchorage,SubZero Microlounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Unknowns,2019-11-15,9p-12a,Anchorage,Van’s Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Marc Brown & the Blues Crew,2019-11-15,9p-1a,Anchorage,Humpy’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Becky Kotter,2019-11-15,9p-1a,Anchorage,Long Branch Saloon,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Fridays with DJ 3rd George,2019-11-15,9p-2a,Anchorage,Whale’s Tail,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Superfrequency,2019-11-16,10p-2:30a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Nrrth, Fat Trophy Wife, Ga$H Money Dance Party",2019-11-16,10p-2:30a,Anchorage,The Marlin (Fairbanks),dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Past Our Prime,2019-11-16,10p-2a,Anchorage,The Carousel Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Keys to Life: Lullaby Concert,2019-11-16,12p-3p,Anchorage,Highland Mountain Correctional Facility,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Gypsy Jazz Jam,2019-11-16,2p-5p,Anchorage,The Writer’s Block Bookstore & Café,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Ukulele Jam Session,2019-11-16,3:30p-5:30p,Anchorage,Mountain View Library,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Sweet Cheeks Cabaret: Forbidden Desires6:,2019-11-16,30p-8p & 9:30p-11p,Anchorage,49thState Brewing,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Cousin Curtiss & Harrison B10p,2019-11-16,3a,Anchorage,Arctic Fox (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Ghanaian Dance Class with Okaidja Afroso,2019-11-16,3p-4:30p,Anchorage,Momentum Dance Collective,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,November Open Mic,2019-11-16,6:30p-9:30p,Anchorage,The Rookery (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Date Night at Roma Bistro w/ Rob Cohen,2019-11-16,6:30p-9p,Anchorage,Roma Bistro on the Wharf (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Shred the Cabbage with Braided River,2019-11-16,6p-9a,Anchorage,Klondike Mike’s (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Whose Live Anyway?,2019-11-16,7:30p-9:30p,Anchorage,Alaska Center for the Performing Arts,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Celebrate the Music 2019 with the Alaska Sound Celebration,2019-11-16,7:30p-9p,Anchorage,Alaska Center for the Performing Arts,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Portly Presleys,2019-11-16,7:30p-9p,Anchorage,Unitarian Universalist Fellowship of Fairbanks,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,November Wild Heart Dance,2019-11-16,7:30p-9p,Anchorage,The Yoga Path (Juneau),dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Schaefer Mueller,2019-11-16,7p-10p,Anchorage,Matanuska Brewing Company Eagle River,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Forest That Never Sleeps,2019-11-16,7p-10p,Anchorage,"Matanuska Brewing Company, Anchorage",music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Irish Seisiun,2019-11-16,7p-10p,Anchorage,Pizza Hut (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Dance Lesson and Dinner Dance Party,2019-11-16,7p-11p,Anchorage,35+ Singles Dance Club,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Juneau String Ensembles Concert,2019-11-16,7p-8:30p,Anchorage,Northern Light United Church (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Nuther Brothers,2019-11-16,7p-9p,Anchorage,Whale’s Tail,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Kizomba Dance Workshop at Zip Kombucha,2019-11-16,7p-9p,Anchorage,Zip Kombucha,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Rocky Horror Show,2019-11-16,7p-9p & 10p-12a,Anchorage,Mad Myrna’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Bag Lady Sue,2019-11-16,8:30p-11:30p,Anchorage,Ivory Jacks (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Larry Zarella,2019-11-16,8p-11p,Anchorage,Matanuska Brewing Downtown,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Danger Money Band,2019-11-16,8p-12a,Anchorage,907 Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Dos Palmerainians,2019-11-16,8p-12a,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Organ Workshop w/ Jonas Nordwall,2019-11-16,9:30a-11a,Anchorage,Holy Trinity Episcopal Church (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Latin Night with Anaya Latin Dance,2019-11-16,9p-12a,Anchorage,Charlou,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Stack,2019-11-16,9p-12a,Anchorage,Hard Rock Café,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Denali,2019-11-16,9p-12a,Anchorage,SubZero Microlounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Jangle Bees,2019-11-16,9p-1a,Anchorage,Humpy’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Alt Pop Party w/ Lloyds Noize & DJ GRE,2019-11-16,9p-2:30a,Anchorage,Van’s Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Saturdays with DJ 3rd George,2019-11-16,9p-2a,Anchorage,Whale’s Tail,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,2010-2019 Video Dance Partyw/ DJ Spencer Lee,2019-11-16,9p-2a,Anchorage,Williwaw Social,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,2010-2019 Video Dance Partyw/ DJ Spencer Lee,2019-11-16,9p-2a,Anchorage,Williwaw,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Anchorage Civic Orchestra 7:30p-pp,2019-11-16,TBD,Anchorage,Alaska Center for the Performing Arts,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,2019 Gatsby Charity Ball 7p-11-,2019-11-16,TBD,Anchorage,Viking Hall,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,VivaVoom Brr-Lesque Presents: 2019 Prep Academy,2019-11-17,12p-2p,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Snow Drifters12p,2019-11-17,2p,Anchorage,The Writer’s Block Bookstore & Café,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Lauren Somers Heyano, ""Emerging""",2019-11-17,3p-4:30p,Anchorage,The Writer’s Block Bookstore & Café,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Lauren Somers Heyano, Emerging",2019-11-17,3p-4:30p,Anchorage,The Writer’s Block Bookstore & Café,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jenna Dreydoppel: Junior Voice Recital,2019-11-17,4p-5p,Anchorage,UAF Charles Davis Hall (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Family-Friendly House Concert with Emily Kurn,2019-11-17,4p-6p,Anchorage,House Concert,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,UAA Dance Performance,2019-11-17,5p-7:30p,Anchorage,UAA Fine Arts Building,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Swing Dance Sundays,2019-11-17,6p-8p,Anchorage,Zip Kombucha,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Comedy,2019-11-17,8:30p-10p,Anchorage,Koot’s,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic,2019-11-17,8p-11p,Anchorage,Humpy’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2019-11-17,9p-12a,Anchorage,Van’s Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,KSC Christmas Choir,2019-11-18,1p-2p,Anchorage,Kenai Senior Center,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic8p,2019-11-18,2a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night w/ TLooP Music,2019-11-18,6p-8p,Anchorage,Zip Kombucha,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Comedy Open Mic Night,2019-11-18,8p-10:30p,Anchorage,Van’s Dive Bar,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Eternal Cowboys,2019-11-19,10p-2a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Comedy8p,2019-11-19,11p,Anchorage,The Marlin (Fairbanks),comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Tyson Tuesdays9p,2019-11-19,12a,Anchorage,Seward Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Under 21 Open Mic -East,2019-11-19,5:30p-7:30p,Anchorage,Hula Hands,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Tahitian Dance,2019-11-19,6:30p-7:30p,Anchorage,Arctic Rec Center,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Tuesday Open Mic at Post 28,2019-11-19,6:30p-9:30p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Cousin Curtiss,2019-11-19,7p-10p,Anchorage,Brown Bear Saloon (Indian),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mike Gorder,2019-11-19,7p-9p,Anchorage,The Pioneer Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Decks,2019-11-20,10p-1:30a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Eternal Cowboys,2019-11-20,10p-1a,Anchorage,The Pioneer Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Charles Woodward: Junior Tuba Recital,2019-11-20,7:30p-8:30p,Anchorage,UAA Department of Music,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Anchorage Bowl Chamber Orchestra: ABCO Winter Concert,2019-11-20,7:30p-9p,Anchorage,Loussac Library,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Todd Long,2019-11-20,7p-10p,Anchorage,"Matanuska Brewing Company, Anchorage",music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Lisa Lisa,2019-11-20,7p-10p,Anchorage,Matanuska Brewing Company Eagle River,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,GRLZ: Female Open Mic,2019-11-20,7p-10p,Anchorage,The Rendezvous (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic,2019-11-20,7p-10p,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mountainside Open Mic & Art Night,2019-11-20,7p-9p,Anchorage,The Rookery (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Comedy Open Mic,2019-11-20,8:30p-10p,Anchorage,Koot’s,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Becky Kotter,2019-11-20,8p-12a,Anchorage,Humpy’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2019-11-20,9p-2a,Anchorage,The Marlin (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Unplugged Wednesday w/ Kat Moore 5:30p-8:30pc,2019-11-20,TBD,Anchorage,Charlou,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ LT,2020-06-26,10:30p-2:30a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Stack Alaska,2020-06-26,10p-2a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Marc Brown,2020-06-26,10p-3a,Anchorage,Arctic Fox (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Whitney Youngman, Wash Your Hands, & Garrett Hermansen6:",2020-06-26,30p-8p,Anchorage,TLoop Music,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,John Damberg Solo Jazz Piano,2020-06-26,5:30p-7:30p,Anchorage,Organic Oasis,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Under The Sea Virtual Dance,2020-06-26,5p-7p,Anchorage,The Arc of Anchorage,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jared Woods,2020-06-26,6p-10p,Anchorage,Dirty Skillet,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
