id,date,city,venue,category,title,time,ticketUrl,cost
"21","2019-11-15","Anchorage","Koot’s","music","DJ BeeOne","10:30p-2:30a","",""
"22","2019-11-15","Anchorage","Matanuska Brewing Company Eagle River","music","Past Our Prime7p","10p","",""
"23","2019-11-15","Anchorage","The Avenue Bar","music","DJ Covy","10p-2:30a","",""
"24","2019-11-15","Anchorage","The Carousel Lounge","music","Hwy9","10p-2a","",""
"25","2019-11-15","Anchorage","Williwaw","music","Onsie Party with DJ Fan Service","10p-2a","",""
"26","2019-11-15","Anchorage","Best Western Golden Lion Hotel","dance","Salsa w/ Back 2 Basics Dance Company6p","11p","",""
"27","2019-11-15","Anchorage","Alaska State Office Building (Juneau)","theatre","Kimball Theater Pipe Organ Concert w/ Jonas Nordwall","12p-1p","",""
"28","2019-11-15","Anchorage","Chief David Salmon Tribal Hall (Fairbanks)","festival","Athabascan Fiddle Festival","12p-6p","",""
"29","2019-11-15","Anchorage","Anchorage Museum","music","Polar Nights: Friday After Hours w/ Kat Moore7:","30p-8:30p","",""
"30","2019-11-15","Anchorage","Zudy’s Café (Seward)","music","Okaidja Afronso Live in concert6:","30p-9p","",""
"31","2019-11-15","Anchorage","Arctic Fox (Fairbanks)","music","John Shewfelt10p","3a","",""
"32","2019-11-15","Anchorage","UAA Fine Arts Building","music","UAA Student Recitals","3p-4p","",""
"33","2019-11-15","Anchorage","Ballroom Dance Club of Fairbanks","dance","Jack and Jill Competition and Social Dance","6p-10p","",""
"34","2019-11-15","Anchorage","Viking Hall","music","BBQ Scholarship Fundraiser with Blackwater Railroad Company","6p-11p","",""
"35","2019-11-15","Anchorage","American Legion Spenard Post 28","music","Acoustic Steak Night w/ Uncle Jim, The East-Side Balladeer","6p-9p","",""
"36","2019-11-15","Anchorage","Hering Auditorium (Fairbanks)","music","FCA presents: Whose Live Anyway?","7:30p-10:30p","",""
"37","2019-11-15","Anchorage","VFW Post 9785 (Eagle River)","music","Danger Money Band","7:30p-11:30p","",""
"38","2019-11-15","Anchorage","Holy Trinity Episcopal Church (Juneau)","music","Organ Concert with Jonas Nordwall","7:30p-8:30p","",""
"39","2019-11-15","Anchorage","Williwaw","music","Cousin Curtiss & Harrison B","7p-10p","",""
"40","2019-11-15","Anchorage","Matanuska Brewing Downtown","music","Marlowe","7p-8p","",""
"41","2019-11-15","Anchorage","Creekbend Company (Hope)","music","Warren Miller’s ‘Timeless’","7p-9p","",""
"42","2019-11-15","Anchorage","Glenn Massay Theater (Palmer)","music","MatSu OnStage presents Pamyua","7p-9p","",""
"43","2019-11-15","Anchorage","Mad Myrna’s","music","The Rocky Horror Show","7p-9p","",""
"44","2019-11-15","Anchorage","Whale’s Tail","music","Denali","7p-9p","",""
"45","2019-11-15","Anchorage","Zip Kombucha","music","Kyle Harrington Live","7p-9p","",""
"46","2019-11-15","Anchorage","Koot’s","dance","Viva Las Anchorage: Pulse Dance Co's Burlesque Extravaganza","8:30p-10:30p","",""
"47","2019-11-15","Anchorage","Veronica’s Café (Kenai)","music","Open Mic Night6p","8p","",""
"48","2019-11-15","Anchorage","Alaska Dance Promotions","dance","Friday Night Dance Lounge","8p-1:30a","",""
"49","2019-11-15","Anchorage","Heart of the City","music","Medium Build Album Release Show","8p-11:30p","",""
"50","2019-11-15","Anchorage","Hard Rock Café","music","R&B Live Anchorage!","8p-11p","",""
"51","2019-11-15","Anchorage","Matanuska Brewing Company, Anchorage","music","The Eternal Cowboys","8p-11p","",""
"52","2019-11-15","Anchorage","907 Alehouse","music","Wreck In The Roundabout","8p-12a","",""
"53","2019-11-15","Anchorage","Anchorage Moose Lodge","music","DJ Rico","8p-12a","",""
"54","2019-11-15","Anchorage","Koot’s","music","Elvis Monroe w/ DJ Soulman","8p-2:30a","",""
"55","2019-11-15","Anchorage","UAA Fine Arts Building","dance","UAA Dance Performance","8p-9:30p","",""
"56","2019-11-15","Anchorage","SubZero Microlounge","music","Rebeckah Hastings","9p-12a","",""
"57","2019-11-15","Anchorage","Van’s Dive Bar","music","Unknowns","9p-12a","",""
"58","2019-11-15","Anchorage","Humpy’s","music","Marc Brown & the Blues Crew","9p-1a","",""
"59","2019-11-15","Anchorage","Long Branch Saloon","music","Becky Kotter","9p-1a","",""
"60","2019-11-15","Anchorage","Whale’s Tail","music","Fridays with DJ 3rd George","9p-2a","",""
"61","2019-11-16","Anchorage","Alaska Center for the Performing Arts","music","Anchorage Civic Orchestra 7:30p-pp","","",""
"62","2019-11-16","Anchorage","Viking Hall","music","2019 Gatsby Charity Ball 7p-11-","","",""
"63","2019-11-16","Anchorage","Koot’s","music","Superfrequency","10p-2:30a","",""
"64","2019-11-16","Anchorage","The Marlin (Fairbanks)","dance","Nrrth, Fat Trophy Wife, Ga$H Money Dance Party","10p-2:30a","",""
"65","2019-11-16","Anchorage","The Carousel Lounge","music","Past Our Prime","10p-2a","",""
"66","2019-11-16","Anchorage","Highland Mountain Correctional Facility","music","Keys to Life: Lullaby Concert","12p-3p","",""
"67","2019-11-16","Anchorage","The Writer’s Block Bookstore & Café","music","Gypsy Jazz Jam","2p-5p","",""
"68","2019-11-16","Anchorage","Mountain View Library","music","Ukulele Jam Session","3:30p-5:30p","",""
"69","2019-11-16","Anchorage","49thState Brewing","music","Sweet Cheeks Cabaret: Forbidden Desires6:","30p-8p & 9:30p-11p","",""
"70","2019-11-16","Anchorage","Arctic Fox (Fairbanks)","music","Cousin Curtiss & Harrison B10p","3a","",""
"71","2019-11-16","Anchorage","Momentum Dance Collective","dance","Ghanaian Dance Class with Okaidja Afroso","3p-4:30p","",""
"72","2019-11-16","Anchorage","The Rookery (Juneau)","music","November Open Mic","6:30p-9:30p","",""
"73","2019-11-16","Anchorage","Roma Bistro on the Wharf (Juneau)","music","Date Night at Roma Bistro w/ Rob Cohen","6:30p-9p","",""
"74","2019-11-16","Anchorage","Klondike Mike’s (Palmer)","music","Shred the Cabbage with Braided River","6p-9a","",""
"75","2019-11-16","Anchorage","Alaska Center for the Performing Arts","music","Whose Live Anyway?","7:30p-9:30p","",""
"76","2019-11-16","Anchorage","Alaska Center for the Performing Arts","music","Celebrate the Music 2019 with the Alaska Sound Celebration","7:30p-9p","",""
"77","2019-11-16","Anchorage","Unitarian Universalist Fellowship of Fairbanks","music","The Portly Presleys","7:30p-9p","",""
"78","2019-11-16","Anchorage","The Yoga Path (Juneau)","dance","November Wild Heart Dance","7:30p-9p","",""
"79","2019-11-16","Anchorage","Matanuska Brewing Company Eagle River","music","Schaefer Mueller","7p-10p","",""
"80","2019-11-16","Anchorage","Matanuska Brewing Company, Anchorage","music","The Forest That Never Sleeps","7p-10p","",""
"81","2019-11-16","Anchorage","Pizza Hut (Fairbanks)","music","Irish Seisiun","7p-10p","",""
"82","2019-11-16","Anchorage","35+ Singles Dance Club","dance","Dance Lesson and Dinner Dance Party","7p-11p","",""
"83","2019-11-16","Anchorage","Northern Light United Church (Juneau)","music","Juneau String Ensembles Concert","7p-8:30p","",""
"84","2019-11-16","Anchorage","Whale’s Tail","music","The Nuther Brothers","7p-9p","",""
"85","2019-11-16","Anchorage","Zip Kombucha","dance","Kizomba Dance Workshop at Zip Kombucha","7p-9p","",""
"86","2019-11-16","Anchorage","Mad Myrna’s","music","The Rocky Horror Show","7p-9p & 10p-12a","",""
"87","2019-11-16","Anchorage","Ivory Jacks (Fairbanks)","music","Bag Lady Sue","8:30p-11:30p","",""
"88","2019-11-16","Anchorage","Matanuska Brewing Downtown","music","Larry Zarella","8p-11p","",""
"89","2019-11-16","Anchorage","907 Alehouse","music","Danger Money Band","8p-12a","",""
"90","2019-11-16","Anchorage","The Schwabenhof (Wasilla)","music","Dos Palmerainians","8p-12a","",""
"91","2019-11-16","Anchorage","Holy Trinity Episcopal Church (Juneau)","music","Organ Workshop w/ Jonas Nordwall","9:30a-11a","",""
"92","2019-11-16","Anchorage","Charlou","dance","Latin Night with Anaya Latin Dance","9p-12a","",""
"93","2019-11-16","Anchorage","Hard Rock Café","music","The Stack","9p-12a","",""
"94","2019-11-16","Anchorage","SubZero Microlounge","music","Denali","9p-12a","",""
"95","2019-11-16","Anchorage","Humpy’s","music","The Jangle Bees","9p-1a","",""
"96","2019-11-16","Anchorage","Van’s Dive Bar","music","Alt Pop Party w/ Lloyds Noize & DJ GRE","9p-2:30a","",""
"97","2019-11-16","Anchorage","Whale’s Tail","music","Saturdays with DJ 3rd George","9p-2a","",""
"98","2019-11-16","Anchorage","Williwaw","dance","2010-2019 Video Dance Partyw/ DJ Spencer Lee","9p-2a","",""
"99","2019-11-17","Anchorage","Koot’s","music","VivaVoom Brr-Lesque Presents: 2019 Prep Academy","12p-2p","",""
"100","2019-11-17","Anchorage","The Writer’s Block Bookstore & Café","music","Snow Drifters12p","2p","",""
"101","2019-11-17","Anchorage","The Writer’s Block Bookstore & Café","music","Lauren Somers Heyano, ""Emerging""","3p-4:30p","",""
"102","2019-11-17","Anchorage","UAF Charles Davis Hall (Fairbanks)","music","Jenna Dreydoppel: Junior Voice Recital","4p-5p","",""
"103","2019-11-17","Anchorage","House Concert","music","Family-Friendly House Concert with Emily Kurn","4p-6p","",""
"104","2019-11-17","Anchorage","UAA Fine Arts Building","dance","UAA Dance Performance","5p-7:30p","",""
"105","2019-11-17","Anchorage","Zip Kombucha","dance","Swing Dance Sundays","6p-8p","",""
"106","2019-11-17","Anchorage","Koot’s","comedy","Open Mic Comedy","8:30p-10p","",""
"107","2019-11-17","Anchorage","Humpy’s","music","Open Mic","8p-11p","",""
"108","2019-11-17","Anchorage","Van’s Dive Bar","music","Open Mic Night","9p-12a","",""
"109","2019-11-18","Anchorage","Kenai Senior Center","music","KSC Christmas Choir","1p-2p","",""
"110","2019-11-18","Anchorage","Koot’s","music","Open Mic8p","2a","",""
"111","2019-11-18","Anchorage","Zip Kombucha","music","Open Mic Night w/ TLooP Music","6p-8p","",""
"112","2019-11-18","Anchorage","Van’s Dive Bar","comedy","Comedy Open Mic Night","8p-10:30p","",""
"113","2019-11-19","Anchorage","Koot’s","music","Eternal Cowboys","10p-2a","",""
"114","2019-11-19","Anchorage","The Marlin (Fairbanks)","comedy","Open Mic Comedy8p","11p","",""
"115","2019-11-19","Anchorage","Seward Alehouse","music","Tyson Tuesdays9p","12a","",""
"116","2019-11-19","Anchorage","Hula Hands","music","Under 21 Open Mic -East","5:30p-7:30p","",""
"117","2019-11-19","Anchorage","Arctic Rec Center","dance","Tahitian Dance","6:30p-7:30p","",""
"118","2019-11-19","Anchorage","American Legion Spenard Post 28","music","Tuesday Open Mic at Post 28","6:30p-9:30p","",""
"119","2019-11-19","Anchorage","Brown Bear Saloon (Indian)","music","Cousin Curtiss","7p-10p","",""
"120","2019-11-19","Anchorage","The Pioneer Bar","music","Mike Gorder","7p-9p","",""
"121","2019-11-20","Anchorage","Charlou","music","Unplugged Wednesday w/ Kat Moore 5:30p-8:30pc","","",""
"122","2019-11-20","Anchorage","Koot’s","music","Open Decks","10p-1:30a","",""
"123","2019-11-20","Anchorage","The Pioneer Bar","music","The Eternal Cowboys","10p-1a","",""
"124","2019-11-20","Anchorage","UAA Department of Music","music","Charles Woodward: Junior Tuba Recital","7:30p-8:30p","",""
"125","2019-11-20","Anchorage","Loussac Library","music","Anchorage Bowl Chamber Orchestra: ABCO Winter Concert","7:30p-9p","",""
"126","2019-11-20","Anchorage","Matanuska Brewing Company, Anchorage","music","Todd Long","7p-10p","",""
"127","2019-11-20","Anchorage","Matanuska Brewing Company Eagle River","music","Lisa Lisa","7p-10p","",""
"128","2019-11-20","Anchorage","The Rendezvous (Juneau)","music","GRLZ: Female Open Mic","7p-10p","",""
"129","2019-11-20","Anchorage","The Schwabenhof (Wasilla)","music","Open Mic","7p-10p","",""
"130","2019-11-20","Anchorage","The Rookery (Juneau)","music","Mountainside Open Mic & Art Night","7p-9p","",""
"131","2019-11-20","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"132","2019-11-20","Anchorage","Humpy’s","music","Becky Kotter","8p-12a","",""
"133","2019-11-20","Anchorage","The Marlin (Fairbanks)","music","Open Mic Night","9p-2a","",""
