id,date,city,venue,category,title,time,ticketUrl,cost
"1739","2024-04-19","Anchorage","Mad Myrna’s","music","Mad Myrna's Diva Variety Show","9p-11:30p","",""
"1740","2024-04-19","Anchorage","Alaska Dance Promotions","dance","Friday Night Dance Lounge","9p-12a","",""
"1741","2024-04-19","Anchorage","The Carousel Lounge","music","HarpDaddy & Cami From Miami","9p-1a","",""
"1742","2024-04-19","Anchorage","Flattop Pizza & Pool","music","DJ Ke","9p-1a","",""
"1743","2024-04-19","Anchorage","Matanuska Brewing Company","music","Latin Takeover Party w/ DJ Mykey T","9p-1a","",""
"1744","2024-04-19","Anchorage","Time Out Lounge","music","Blast From The Past","9p-2:30a","",""
"1745","2024-04-19","Eagle River","Mariner Theater","music","Jubilee! Youth Performing Arts Show","10p-2a","",""
"1746","2024-04-19","Eagle River","The Crowbar","music","DJ Manny","10p-3:30a","",""
"1747","2024-04-19","Eagle River","The CATCH Restaurant & Bar","music","Chords & Conversations: “Songwriters In The Round”","6:30p-8:45p","",""
"1748","2024-04-19","Eagle River","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Erika","6p-8p","",""
"1749","2024-04-19","Eagle River","Last Frontier Brewing","music","Jerry Wessling Band","6p-9p","",""
"1750","2024-04-19","Eagle River","Palmer Alehouse","music","Ken Peltier Live","7p-10p","",""
"1751","2024-04-19","Eagle River","Garcia’s Cantina & Café","music","Nothin But Trouble","7p-11p","",""
"1752","2024-04-19","Eagle River","American Legion Post 15","music","Karaoke","7p-11p","",""
"1753","2024-04-19","Eagle River","EVERETT’S","music","Comedian Kathleen Dunbar","7p-8:30p","",""
"1754","2024-04-19","Eagle River","Odess Theater","music","Sitka Fine Arts Camp: Annie & Annie Jr.","7p-9:30p","",""
"1755","2024-04-19","Eagle River","Juneau-Douglas High School","music","Alice in Wonderland","7p-9p","",""
"1756","2024-04-19","Eagle River","Sheldon Community Arts Hanger","music","Parlor in the Round","7p-9p","",""
"1757","2024-04-19","Eagle River","The Cabin","music","Ladies Night w/ Carey Seward, Caitlyn Frye, & Helen Graves","8p-11p","",""
"1758","2024-04-19","Eagle River","Tuffy’s","music","DJ Traxmadeit Friday Night Takeover","8p-1a","",""
"1759","2024-04-19","Eagle River","Yukon Bar","music","April Spring Weekend in Seward","9a-11p","",""
"1760","2024-04-19","Eagle River","Pakalolo Tasting Room & Coffee Shop","comedy","420 Fest w/ Live Music & Stand Up Comedy","9p-11p","",""
"1761","2024-04-19","Eagle River","The Sitzmark Bar & Grill","music","Loaded Karma","9p-1a","",""
"1762","2024-04-19","Eagle River","Fairview Inn","music","Fiona Rose and the Show Ponies","9p-1a","",""
"1763","2024-04-20","Anchorage","Koot’s","music","Yachtly Crew","10p-1a","",""
"1764","2024-04-20","Anchorage","Al’s Alaskan Inn","music","DJ Kouley","10p-2a","",""
"1765","2024-04-20","Anchorage","Alaska Center for the Performing Arts","music","Disney's Aladdin","1p-3:30p & 7:30p-10p","",""
"1766","2024-04-20","Anchorage","Rage City Vintage","music","Open Music Jam","3p-6p","",""
"1767","2024-04-20","Anchorage","UAA Recital Hall","theatre","UAA Opera Ensemble & University Singers: Candide","4p-5:30p & 7:30p-9p","",""
"1768","2024-04-20","Anchorage","Organic Oasis","music","Jazz Jam","4p-6:30p","",""
"1769","2024-04-20","Anchorage","Anchorage Moose Lodge","music","Woodrow Live","6p-12a","",""
"1770","2024-04-20","Anchorage","The Nave","music","Moving Through the Boreal Forest","7:30p-9p","",""
"1771","2024-04-20","Anchorage","The Carousel Lounge","music","6th Anniversary Party w/ Free Food & Glacier Blues Band","7p-1a","",""
"1772","2024-04-20","Anchorage","Koot’s","music","Comedian Kathleen Dunbar","7p-8:30p & 9p-10:30p","",""
"1773","2024-04-20","Anchorage","Broken Blender","music","Karaoke w/ Host Steve Franklin","8p-11:45p","",""
"1774","2024-04-20","Anchorage","Billiard Palace","music","Spaffdaddy","8p-12a","",""
"1775","2024-04-20","Anchorage","Pink Cadillac","dance","Country Night Dance Lessons & Music","8p-2a","",""
"1776","2024-04-20","Anchorage","Humpy’s","music","Glacier Hoppers Band","9:30p-1a","",""
"1777","2024-04-20","Anchorage","Anya Latin Dance","dance","Salsa Saturdays: Beginner Dance Class &Latin Dance Party","9p-1a","",""
"1778","2024-04-20","Anchorage","Matanuska Brewing Company","music","420 Party w/ Loaded Karma, R&R Reggae, Rootzy Soul & Jarod Dominic","9p-1a","",""
"1779","2024-04-20","Anchorage","Koot’s","music","Dankstep: A Dubstep 4/20 Party","9p-2:30a","",""
"1780","2024-04-20","Anchorage","Williwaw Social","music","Big Bubble Rave: Spongebob Themed Party","9p-2a","",""
"1781","2024-04-20","Eagle River","Pakalolo Tasting Room & Coffee Shop","comedy","420 Fest w/ Live Music & Stand Up Comedy","10a-11p","",""
"1782","2024-04-20","Eagle River","The Crowbar","music","DJ Manny","10p-3:30a","",""
"1783","2024-04-20","Eagle River","Odess Theater","music","Sitka Fine Arts Camp: Annie & Annie Jr.","2p-3p & 7p-9:30p","",""
"1784","2024-04-20","Eagle River","Juneau-Douglas High School","music","Alice in Wonderland","2p-4p & 7p-9p","",""
"1785","2024-04-20","Eagle River","Marie Drake Planetarium","music","Total Solar Eclipse Experience","6p-7p","",""
"1786","2024-04-20","Eagle River","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Sunrise Kilcher","6p-8p","",""
"1787","2024-04-20","Eagle River","Challenger Learning Center of Alaska","dance","Carhartts & Xtratufs Ball w/ Big Chimney Barn Dance","6p-9p","",""
"1788","2024-04-20","Eagle River","Everett’s","music","Jerry Wessling Band","6p-9p","",""
"1789","2024-04-20","Eagle River","Charles Davis Concert Hall","music","Choir of the North","7:30p-9p","",""
"1790","2024-04-20","Eagle River","Chop House","music","Schaefer Mueller & Alex White Live","7p-10p","",""
"1791","2024-04-20","Eagle River","Red Dog Saloon","music","Rewind: Juneau Drag Throwback Show!","7p-11:45p","",""
"1792","2024-04-20","Eagle River","Garcia’s Cantina & Café","music","Open Mic Night","7p-11p","",""
"1793","2024-04-20","Eagle River","American Legion Post 15","music","Karaoke","7p-11p","",""
"1794","2024-04-20","Eagle River","Palace Theater","music","Parlor in the Round w/ Alex Lahey, Emily Anderson & Rachel DeTemple","7p-9p","",""
"1795","2024-04-20","Eagle River","Pioneer Park Dance Hall","dance","Contra Dance w/ The Simple Sugars","8p-10p","",""
"1796","2024-04-20","Eagle River","The Cabin","music","Solo Artist Night w/ Gail Norton, Carl Addington, & Johnny J","8p-11p","",""
"1797","2024-04-20","Eagle River","Alibi Bar & Café","music","Uplift 420 Reggae Jam","9:30p-2a","",""
"1798","2024-04-20","Eagle River","Yukon Bar","music","April Spring Weekend in Seward","9a-11p","",""
"1799","2024-04-20","Eagle River","The Sitzmark Bar & Grill","music","420 w/ H3","9p-1a","",""
"1800","2024-04-20","Eagle River","Klondike Mike’s & the Main Street Grill","music","DJ Brazen","9p-1a","",""
"1801","2024-04-20","Eagle River","Fairview Inn","music","DJ Butchy","9p-1a","",""
"1802","2024-04-21","Anchorage","Koot’s","music","Koots Karaoke","10p-2a","",""
"1803","2024-04-21","Anchorage","Pioneer Bar","music","Industry Night w/ Joe Brady","10p-2a","",""
"1804","2024-04-21","Anchorage","Williwaw Social","community","Ghoul Bye! Zombie Drag Brunch & Farewell to Scarlett Crypt","11:30a-2p","",""
"1805","2024-04-21","Anchorage","Writer’s Block Bookstore & Café","community","Sunday Brunch w/ Aspenyarro & Grace C. Elliot","12p-2p","",""
"1806","2024-04-21","Anchorage","Broken Blender","community","Bluegrass Brunch w/ Todd Grebe & Friends","12p-4p","",""
"1807","2024-04-21","Anchorage","Alaska Center for the Performing Arts","music","Disney's Aladdin","1p-3:30p","",""
"1808","2024-04-21","Anchorage","Rage City Vintage","music","Songwriter's Circle","3p-6p","",""
"1809","2024-04-21","Anchorage","VFW Post 1685","music","Open Mic/Jam Night w/ Tyrone Palmer","4:30p-8:30p","",""
"1810","2024-04-21","Anchorage","UAA Recital Hall","theatre","UAA Opera Ensemble & University Singers: Candide","4p-5:30p","",""
"1811","2024-04-21","Anchorage","Billiard Palace","music","Sunday Blues Jam Hosted by the Rebel Blues Band","6p-10p","",""
"1812","2024-04-21","Anchorage","Susitna Brewing","music","Open Mic Night","6p-9p","",""
"1813","2024-04-21","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1814","2024-04-21","Anchorage","Time Out Lounge","music","Blast From The Past","8:30p-1a","",""
"1815","2024-04-21","Anchorage","Van’s Dive Bar","music","Open Mic! Overlorded by Wash Your Hands","8p-12a","",""
"1816","2024-04-21","Anchorage","The Carousel Lounge","music","Sunday Karaoke","9p-2a","",""
"1817","2024-04-21","Eagle River","Pakalolo Tasting Room & Coffee Shop","comedy","420 Fest w/ Jeff Dean Stand Up Comedy","12p-2p","",""
"1818","2024-04-21","Eagle River","Odess Theater","music","Sitka Fine Arts Camp: Annie & Annie Jr.","2p-3p","",""
"1819","2024-04-21","Eagle River","Juneau-Douglas High School","music","Alice in Wonderland","2p-4p & 7p-9p","",""
"1820","2024-04-21","Eagle River","Charles Davis Concert Hall","music","Ellie Martinson, Senior Voice Recital","4p-5:30p","",""
"1821","2024-04-21","Eagle River","The Pub","music","Emily Anderson & Alex Lahey","7p-110p","",""
"1822","2024-04-21","Eagle River","Four Corner’s Lounge","music","Karaoke","8p-12a","",""
"1823","2024-04-21","Eagle River","Yukon Bar","music","April Spring Weekend in Seward","9a-8p","",""
"1824","2024-04-21","Eagle River","The Sitzmark Bar & Grill","music","Medium Build Live","9p-1a","",""
"1825","2024-04-22","Anchorage","K Street Market","music","AJW Community Jazz Jam Session","6p-9p","",""
"1826","2024-04-22","Anchorage","Blue Fox Cocktail Lounge","music","Open Mic Night w/ Mike Miller","8p-12a","",""
"1827","2024-04-22","Anchorage","Koot’s","music","Koots Open Mic","9p-12a","",""
"1828","2024-04-22","Anchorage","Van’s Dive Bar","music","Jay Straw's Bass to Mouth Mondays!","9p-12a","",""
"1829","2024-04-22","Eagle River","The Sitzmark Bar & Grill","music","Open Mic Nights at the Sitz","7p-10p","",""
"1830","2024-04-22","Eagle River","The Crystal Saloon","music","Karaoke Mondays","8p-11p","",""
"1831","2024-04-22","Eagle River","The Crowbar","music","Karaoke Night","8p-12a","",""
"1832","2024-04-22","Eagle River","Four Corner’s Lounge","music","Karaoke","9p-12a","",""
"1833","2024-04-23","Eagle River","Justin Cole’s Down East Saloon","music","Taco Tuesday's with Jim Maloney","6:30p-10p","",""
"1834","2024-04-23","Eagle River","Tuffy’s","music","Tuesday Night Karaoke w/ Rocky","7p-10p","",""
"1835","2024-04-23","Eagle River","Kayhi Auditorium","music","Lost Girl","7p-8:30p","",""
"1836","2024-04-23","Eagle River","International Hotel & Bar","comedy","Naked Stage Productions: Comedy Night","7p-9p","",""
"1837","2024-04-23","Eagle River","The Crystal Saloon","music","Jazz Jam","8p-11p","",""
"1838","2024-04-23","Eagle River","Four Corner’s Lounge","music","Karaoke","8p-12a","",""
"1839","2024-04-23","Eagle River","Yukon Bar","music","Karaoke","9p-2a","",""
"1840","2024-04-24","Anchorage","Koot’s","dance","Dancing to Dallas! West Coast Swing Competition w/ lots of Prizes!","6p-12a","",""
"1841","2024-04-24","Anchorage","Writer’s Block Bookstore & Café","music","Alaska Writer's Guild: Open Mic Night","6p-8p","",""
"1842","2024-04-24","Anchorage","Organic Oasis","music","A-Town Sharps","9p-11p","",""
"1843","2024-04-24","Eagle River","Schwabenhof","music","Open Mic","7:30p-11p","",""
"1844","2024-04-24","Eagle River","Charles Davis Concert Hall","music","UAF Percission Ensembles","7:30p-9p","",""
"1845","2024-04-24","Eagle River","Tuffy’s","music","Open Mic Night w/ Matt & Chelsea","7p-10p","",""
"1846","2024-04-24","Eagle River","Kayhi Auditorium","music","Lost Girl","7p-8:30p","",""
"1847","2024-04-24","Eagle River","Alaskan Hotel and Bar","music","Karaoke","8p-11p","",""
"1848","2024-04-24","Eagle River","Four Corner’s Lounge","music","Karaoke","8p-12a","",""
"1849","2024-04-24","Eagle River","Fairview Inn","music","Open Mic with Jimmy Sandy","9p-1a","",""
"1850","2024-04-24","Eagle River","Yukon Bar","music","Karaoke","9p-2a","",""
"1851","2024-04-25","Eagle River","Alaskan Hotel and Bar","music","Open Mic","8p-11p","",""
"1852","2024-06-13","Anchorage","Floaters","music","Karaoke","8p-12a","",""
"1853","2024-06-13","Eagle River","Chair 5","music","The VIntage Retro","10:30p-1a","",""
"1854","2024-06-13","Eagle River","International Hotel & Bar","music","Karaoke","10p-2a","",""
"1855","2024-06-13","Eagle River","Odess Theater","music","Bach's Lunch","12p-1p","",""
"1856","2024-06-13","Eagle River","Mykel’s Restaurant","music","Live Music by Local Musicians","5p-9p","",""
"1857","2024-06-13","Eagle River","Devil’s Club Brewing","music","Beer Choir","6:30p-9p","",""
"1858","2024-06-13","Eagle River","Gold Town Theatre","music","Dirty Chello","7p-10p","",""
"1859","2024-06-13","Eagle River","Tailgater’s Sport’s Bar & Grill","music","The AKoustic Project","7p-10p","",""
"1860","2024-06-13","Eagle River","Fairview Inn","music","DJ Butchy","7p-11p","",""
"1861","2024-06-13","Eagle River","Klondike Mike’s & the Main Street Grill","music","Karaoke w/ Sadie","7p-12a","",""
"1862","2024-06-13","Eagle River","Pioneer Park","music","Karaoke Basket & Brews w/ DJ Tony Taylor","7p-9p","",""
"1863","2024-06-13","Eagle River","The Pub","music","Karaoke Thursdays","8:30p-11p","",""
"1864","2024-06-13","Eagle River","The Cabin","music","Open Mic Night","8p-11p","",""
"1865","2024-06-13","Eagle River","Alaskan Hotel and Bar","music","Open Mic","8p-11p","",""
"1866","2024-06-13","Eagle River","The Crystal Saloon","music","Karaoke Thursdays","8p-11p","",""
"1867","2024-06-13","Eagle River","4 Royle Parkers","music","Open Mic w/ Cody Kniceley","8p-12a","",""
"1868","2024-06-13","Eagle River","Alibi Bar & Café","music","Karaoke Night","9:15p-12:15a","",""
"1869","2024-06-13","Eagle River","Yukon Bar","dance","Dance Party w/ DJ Hankerchief","9p-2a","",""
"1870","2024-06-14","Anchorage","Airport Road","festival","ChickenstockMusic Festival","1p-1a","",""
"1871","2024-06-14","Eagle River","Mug-Shot Saloon","music","Glacier Hopper Band","10p-2a","",""
"1872","2024-06-14","Eagle River","The Crowbar","music","DJ Manny","10p-3:30a","",""
"1873","2024-06-14","Eagle River","UAF Charles Davis Concert Hall","music","SMA Band, Orchestra, & Symphony","4:30p-8p","",""
"1874","2024-06-14","Eagle River","Justin Cole’s Down East Saloon","music","2nd Annual Backyard Summer Concert Series","4p-10p","",""
"1875","2024-06-14","Eagle River","Talkeetna Village Park","music","H3","5p-7p","",""
"1876","2024-06-14","Eagle River","Dirty Skillet","music","Hwy9","6p-10p","",""
"1877","2024-06-14","Eagle River","Matanuska Brewing","music","Brett Michaels","6p-11p","",""
"1878","2024-06-14","Eagle River","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Erika","6p-8p","",""
"1879","2024-06-14","Eagle River","Palmer Alehouse","music","Hope Social Club","7p-10p","",""
"1880","2024-06-14","Eagle River","Mountain High Pizza Pie","music","River Lovers","7p-10p","",""
"1881","2024-06-14","Eagle River","Creekbend Company","music","The California Honeydrops","7p-11p","",""
"1882","2024-06-14","Eagle River","American Legion Post 15","music","Karaoke","7p-11p","",""
"1883","2024-06-14","Eagle River","Marie Drake Planetarium","music","Science Fiction Movie KIRA (Free Showing)","7p-8p","",""
"1884","2024-06-14","Eagle River","Harrigan Centennial Hall","music","Chopin: Etudes en Jazz with Matt Herskowitz","7p-9p","",""
"1885","2024-06-14","Eagle River","Meta & Rose","music","Live Music w/ Lia Everett","7p-9p","",""
"1886","2024-06-14","Eagle River","The Crystal Saloon","music","The Getting Strangers","8:30p-11p","",""
"1887","2024-06-14","Eagle River","The Cabin","music","LuLu Small w/ Carey Seward","8p-11p","",""
"1888","2024-06-14","Eagle River","Trail Lake Lodge","music","Roland Roberts Band","8p-12a","",""
"1889","2024-06-14","Eagle River","Magpies On The Fly","music","The Fringe & then Karaoke","8p-12a","",""
"1890","2024-06-14","Eagle River","Yukon Bar","music","Nothin' But Karma Live","9p-12a","",""
"1891","2024-06-14","Eagle River","Fairview Inn","music","H3","9p-1a","",""
"1892","2024-06-15","Anchorage","Airport Road","festival","ChickenstockMusic Festival","12p-1a","",""
"1893","2024-06-15","Eagle River","Mug-Shot Saloon","music","Glacier Hopper Band","10p-2a","",""
"1894","2024-06-15","Eagle River","The Crowbar","music","DJ Manny","10p-3:30a","",""
"1895","2024-06-15","Eagle River","Mountain High Pizza Pie","music","Brothers of Tom","2p-5p","",""
"1896","2024-06-15","Eagle River","Everett’s","festival","Beach Party & Music Festival","3p-9p","",""
"1897","2024-06-15","Eagle River","Dirty Skillet","music","Spindrift with Jim Pfeiffenberger","6p-10p","",""
"1898","2024-06-15","Eagle River","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Sunrise Kilcher","6p-8p","",""
"1899","2024-06-15","Eagle River","Wonderland Park","music","3000-21 Live","6p-9p","",""
"1900","2024-06-15","Eagle River","Palmer Alehouse","music","Matt Hopper & the Roman Candles","7p-10p","",""
"1901","2024-06-15","Eagle River","Mountain High Pizza Pie","music","Loop of Alley","7p-10p","",""
"1902","2024-06-15","Eagle River","Creekbend Company","music","The California Honeydrops","7p-11p","",""
"1903","2024-06-15","Eagle River","Historic Hope Cafe & Campground (Seaview)","music","Denali Cooks","7p-11p","",""
"1904","2024-06-15","Eagle River","American Legion Post 15","music","Karaoke","7p-11p","",""
"1905","2024-06-15","Eagle River","Harrigan Centennial Hall","music","Simply Three Returns to Sitka!","7p-9p","",""
"1906","2024-06-15","Eagle River","Meta & Rose","music","Live Music w/ Lia Everett","7p-9p","",""
"1907","2024-06-15","Eagle River","Tuffy’s","music","Blues Child","8p-11p","",""
"1908","2024-06-15","Eagle River","Elizabeth Peratrovich Hall","music","Juneau Drag Presents GLAM Dragstravaganza","8p-11p","",""
"1909","2024-06-15","Eagle River","The Boatel","music","Valley Below & Ryan Bowers and the Brain Trust","8p-12a","",""
"1910","2024-06-15","Eagle River","The Cabin","music","Summer Heatwave w/ DJ TraxMadeIt","8p-12a","",""
"1911","2024-06-15","Eagle River","4 Royle Parkers","music","Alaska Redd’s 907 Hiphop 24’ Tour","8p-12a","",""
"1912","2024-06-15","Eagle River","Magpies On The Fly","music","Saturday Open Mic","8p-12a","",""
"1913","2024-06-15","Eagle River","The Crystal Saloon","music","Joy Pearson","9p-11p","",""
"1914","2024-06-15","Eagle River","Yukon Bar","music","Nothin' But Karma Live","9p-12a","",""
"1915","2024-06-15","Eagle River","Fairview Inn","music","Tamera Ashburn Band","9p-1a","",""
"1916","2024-06-16","Anchorage","Susitna Brewing","music","Open Mic Night","6p-9p","",""
"1917","2024-06-16","Eagle River","Crescent Harbor Shelter","community","Community Crab Feed","3p-6p","",""
"1918","2024-06-16","Eagle River","Mountain High Pizza Pie","music","Steve Durr","5p-8p","",""
"1919","2024-06-16","Eagle River","BearPaw River Brewing","music","Schaefer Mueller","5p-8p","",""
"1920","2024-06-16","Eagle River","Fairview Inn","music","Andy Mullen","5p-9p","",""
"1921","2024-06-16","Eagle River","Everett’s","music","Open Mic Night","6p-10p","",""
"1922","2024-06-16","Eagle River","Four Corner’s Lounge","music","Karaoke","8p-12a","",""
"1923","2024-06-16","Eagle River","Yukon Bar","music","Alaska Redd's 907 HipHop 24' Tour","9p-12a","",""
"1924","2024-06-17","Anchorage","K Street Market","music","AJW Community Jazz Jam Session","6p-9p","",""
"1925","2024-06-17","Anchorage","Blue Fox Cocktail Lounge","music","Open Mic Night w/ Mike Miller","8p-12a","",""
"1926","2024-06-17","Anchorage","Koot’s","music","Koots Open Mic","9p-12a","",""
"1927","2024-06-17","Anchorage","Van’s Dive Bar","music","Jay Straw's Bass to Mouth Mondays!","9p-12a","",""
"1928","2024-06-17","Eagle River","The Crowbar","music","Karaoke Night","8p-12a","",""
"1929","2024-06-17","Eagle River","Magpies On The Fly","dance","Dance Lessons & Open Dance Floor","8p-12a","",""
"1930","2024-06-17","Eagle River","Four Corner’s Lounge","music","Karaoke","9p-12a","",""
"1931","2024-06-17","Eagle River","Fairview Inn","music","Karaoke","9p-1a","",""
"1932","2024-06-17","Eagle River","Yukon Bar","music","Karaoke","9p-2a","",""
"1933","2024-06-18","Anchorage","Anchorage Museum","music","Lunch on the Lawn: SpeNerds","11:30a-1:30p","",""
"1934","2024-06-18","Anchorage","Williwaw Social","music","Taco Tuesdays on the Roof w/ DJ Joe Brady","4p-10p","",""
"1935","2024-06-18","Anchorage","Organic Oasis","music","Irish Music and Dancing","6p-8p","",""
"1936","2024-06-18","Anchorage","Van’s Dive Bar","music","Open Jam Night","7p-11p","",""
