id,date,city,venue,category,title,time,ticketUrl,cost
"802","2022-05-27","Anchorage","American Legion Post 15 (Palmer)","music","Friday Night Feast w/ 100 Proof Karaoke","5:30p-9p","",""
"803","2022-05-27","Anchorage","Birch Books (Wasilla)","music","Open Mic Night","5p-7p","",""
"804","2022-05-27","Anchorage","The Nave Spenard","music","Spenard Song Circle w/ Emma Hill, Nelson Kempf, & Thomas Moore","6:30p-9p","",""
"805","2022-05-27","Anchorage","American Legion Spenard Post 28","music","Acoustic Steak Night with Uncle Jim, the EastSide Balladeer!","6p-8p","",""
"806","2022-05-27","Anchorage","Palmer Alehouse (Palmer)","music","Zero Miles to Empty live","7p-10p","",""
"807","2022-05-27","Anchorage","PubHouse","music","Witty Youngman","7p-10p","",""
"808","2022-05-27","Anchorage","Creekbend Company (Hope)","music","The Jangle Bees","7p-11p","",""
"809","2022-05-27","Anchorage","Floaters (Big Lake)","music","Open Mic Night","7p-12a","",""
"810","2022-05-27","Anchorage","The Fraternal Order of Eagles Aerie 4207","music","Karaoke Friday at the Eagles!","7p-12a","",""
"811","2022-05-27","Anchorage","Fairview Inn (Talkeetna)","music","Ukulele Russ","7p-1a","",""
"812","2022-05-27","Anchorage","Cyrano’s Theatre","dance","The Mommy Dance","7p-9p","",""
"813","2022-05-27","Anchorage","The Gaslight Bar","music","Jukebox Karaoke Roadshow","8p-11p","",""
"814","2022-05-27","Anchorage","Goldie’s AK (Fairbanks)","music","TGIF: Piss Denim","8p-11p","",""
"815","2022-05-27","Anchorage","Serrano’s Mexican Grill","music","DJ The Guestlist","8p-11p","",""
"816","2022-05-27","Anchorage","Williwaw Social","dance","Pop vs House Dance Party w/ Fan Service","9:30p-2a","",""
"817","2022-05-27","Anchorage","Yukon Bar (Seward)","music","Matt Hopper and the Roman Candles","9p-1:30a","",""
"818","2022-05-27","Anchorage","Dave & Busters","music","Jukebox Karaoke Roadshow","9p-12a","",""
"819","2022-05-27","Anchorage","The Marlin Bar (Fairbanks)","music","The MUCKERS","9p-12a","",""
"820","2022-05-27","Anchorage","Van’s Dive Bar","music","Casey Smith Project LIVE","9p-1a","",""
"821","2022-05-28","Anchorage","Mug-Shot Saloon (Wasilla)","music","Glacier Hoppers","10p-2:30a","",""
"822","2022-05-28","Anchorage","Sunrise Inn (Cooper Landing)","festival","Sunrise Music Festival","12p-10p","",""
"823","2022-05-28","Anchorage","Boots Bison Ranch (Trapper Creek)","festival","Trapper Creek Bluegrass Festival","12p-12a","",""
"824","2022-05-28","Anchorage","203 Kombucha (Palmer)","music","Matanuska Beat and Palmer Percussion Trio","3p-4p","",""
"825","2022-05-28","Anchorage","Peratrovich Park (Anchorage)","music","Downtown Jazz in the Park","4p-6p","",""
"826","2022-05-28","Anchorage","Hatcher Pass Lodge","music","Zero Miles to Empty","4p-7p","",""
"827","2022-05-28","Anchorage","Thunder Mountain High School","music","Three Men and A Sword","7:30p-9p","",""
"828","2022-05-28","Anchorage","Palmer Alehouse (Palmer)","music","Nervis Rex LIVE","7p-10p","",""
"829","2022-05-28","Anchorage","Carpenter’s Hall","dance","Saturday Night Social Dance","7p-11p","",""
"830","2022-05-28","Anchorage","Creekbend Company (Hope)","music","The Jangle Bees","7p-11p","",""
"831","2022-05-28","Anchorage","The Fraternal Order of Eagles # 4174 Chugiak)","music","Karaoke","7p-11p","",""
"832","2022-05-28","Anchorage","Goldie’s AK (Fairbanks)","music","Emily Anderson Album Release Show","7p-11p","",""
"833","2022-05-28","Anchorage","Schwabenhof (Wasilla)","music","Braided River Live","7p-11p","",""
"834","2022-05-28","Anchorage","Fairview Inn (Talkeetna)","music","HarpDaddy","7p-1a","",""
"835","2022-05-28","Anchorage","Sitka Performing Arts Center (Sitka)","music","Ted Vigil Tribute to John Denver","7p-9p","",""
"836","2022-05-28","Anchorage","The Gaslight Bar","music","Jukebox Karaoke Roadshow","8p-11p","",""
"837","2022-05-28","Anchorage","Serrano’s Mexican Grill","music","Regina & Will","8p-11p","",""
"838","2022-05-28","Anchorage","Broken Blender","music","Tony Gebhard live","8p-12a","",""
"839","2022-05-28","Anchorage","Williwaw Social","music","Travis Thompson Concert","8p-12a","",""
"840","2022-05-28","Anchorage","Broken Blender","music","Sassy Saturdays Live Cabaret","8p-9:30p","",""
"841","2022-05-28","Anchorage","Yukon Bar (Seward)","music","Matt Hopper and the Roman Candles","9p-1:30a","",""
"842","2022-05-28","Anchorage","Mad Myrna’s","music","Night of 1,000 Gowns","9p-11:30p","",""
"843","2022-05-28","Anchorage","Kenai Joe’s Taphouse (Kenai)","music","Hot Mess","9p-12a","",""
"844","2022-05-28","Anchorage","Koot’s","music","Lions From Lambs Album Release Party","9p-1a","",""
"845","2022-05-28","Anchorage","Van’s Dive Bar","music","Sideways, Lilac, & Lizzie Guillot","9p-1a","",""
"846","2022-05-29","Anchorage","Sunrise Inn (Cooper Landing)","festival","Sunrise Music Festival","12p-10p","",""
"847","2022-05-29","Anchorage","Boots Bison Ranch (Trapper Creek)","festival","Trapper Creek Bluegrass Festival","12p-12a","",""
"848","2022-05-29","Anchorage","Juneau Arts & Culture Center","music","Juneau Piano Series w/ Anson Sin","3p-4:30p","",""
"849","2022-05-29","Anchorage","Cyrano’s Theatre","dance","The Mommy Dance","3p-5p","",""
"850","2022-05-29","Anchorage","KONR 106.1 FM","music","Beat Roots Alaska Summer '22 w/ Myndgruv","3p-5p","",""
"851","2022-05-29","Anchorage","Fairview Inn (Talkeetna)","music","Lauren Crosby","4p-6p","",""
"852","2022-05-29","Anchorage","The Marlin (Fairbanks)","music","Sunday Night Karaoke!","6p-12a","",""
"853","2022-05-29","Anchorage","907 Alehouse","music","The Star of Alaska Karaoke Tournament","6p-9p","",""
"854","2022-05-29","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"855","2022-05-29","Anchorage","Humpys","music","Open Mic Jam","8p-11p","",""
"856","2022-05-29","Anchorage","Van’s Dive Bar","music","Open Mic! Overlorded by Wash Your Hands","8p-12a","",""
"857","2022-05-29","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Sunday","8p-2a","",""
"858","2022-05-29","Anchorage","Broken Blender","community","Tulips & Tassels Burlesque Brunch","8p-9:30p","",""
"859","2022-05-29","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"860","2022-05-29","Anchorage","Yukon Bar (Seward)","music","The Jerry and Andy Show!","9p-12a","",""
"861","2022-05-30","Anchorage","Boots Bison Ranch (Trapper Creek)","festival","Trapper Creek Bluegrass Festival","12p-3p","",""
"862","2022-05-30","Anchorage","Fairview Inn (Talkeetna)","music","Triple Black Diamonds","7p-1a","",""
"863","2022-05-30","Anchorage","Yukon Bar (Seward)","music","Open Jam w/ Ben Sayers","8:30p-12a","",""
"864","2022-05-30","Anchorage","Van’s Dive Bar","comedy","Comedy Open Mic","8:30p-9:30p","",""
"865","2022-05-30","Anchorage","Van’s Dive Bar","music","Mull Over Mondays w/ Ellie Kenealy","9:30p-12a","",""
"866","2022-05-30","Anchorage","Koot’s","music","The Monday Mic at Koots","9p-12a","",""
"867","2022-05-31","Anchorage","Koot’s","music","The Eternal Cowboys","10p-12a","",""
"868","2022-05-31","Anchorage","Organic Oasis","music","Turnagain Blue","5:30p-7:30p","",""
"869","2022-05-31","Anchorage","American Legion Spenard Post 28","music","Unplugged-Acoustic Song Circle","6:30p-9:30p","",""
"870","2022-05-31","Anchorage","Klondike Mike’s & the Main Street Grill (Palmer)","music","The Open Stage","7p-10p","",""
"871","2022-05-31","Anchorage","Fairview Inn (Talkeetna)","music","Open Mic w/ Andy Mullen","7p-1a","",""
"872","2022-05-31","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"873","2022-05-31","Anchorage","Van’s Dive Bar","music","Open Jam with Spenard Husband","9p-12a","",""
"874","2022-05-31","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"875","2022-06-01","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"876","2022-06-01","Anchorage","Peratrovich Park (Anchorage)","music","Music in the Park: Tyson Alteri","12p-1p","",""
"877","2022-06-01","Anchorage","Soldotna Creek Park","music","Medimu Build, Nelson Kempf, & Keeley Boyle","6p-9p","",""
"878","2022-06-01","Anchorage","907 Alehouse","music","Tyrone Palmer & Friends","7p-10p","",""
"879","2022-06-01","Anchorage","Van’s Dive Bar","music","The Wax Poetic w/ Nikki Now!","7p-9p","",""
"880","2022-06-01","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Karaoke Wednesdays","8p-12a","",""
"881","2022-06-01","Anchorage","The Marlin (Fairbanks)","music","Open Mic at The Marlin!","8p-2a","",""
"882","2022-06-01","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"883","2022-06-11","Anchorage","Anchorage Town Square","dance","Irish Dance Academy of Alaska","1:30p-2:30p","",""
"884","2022-06-11","Anchorage","Soldotna Creek Park (Kenai)","festival","Kenai River Festival","11a-10p","",""
"885","2022-06-11","Anchorage","Arctic Rec Center","music","907 Pro Wrestling: Arisen","3p-6p","",""
"886","2022-06-11","Anchorage","Peratrovich Park (Anchorage)","music","Downtown Jazz in the Park: Mark Manners, JD, Dirk-ok, Bob Arms, Pat Owen","4p-6p","",""
"887","2022-06-11","Anchorage","Williwaw Social","dance","Bonnaroo vs Firefly Summer Dance Party w/ Fan Service","5p-10:30p","",""
"888","2022-06-11","Anchorage","Matanuska Brewing (Eagle River)","music","Candlebox","6p-10p","",""
"889","2022-06-11","Anchorage","American Legion Post 15 (Palmer)","music","Fun and Food w/ 100 Proof Karaoke","6p-11p","",""
"890","2022-06-11","Anchorage","UAA Recital Hall","music","Joseph C. Phillips, Jr. Composer Portrait Concert","7:30p-9p","",""
"891","2022-06-11","Anchorage","Mountain High Pizza Pie (Talkeetna)","music","John Cook","7p-10p","",""
"892","2022-06-11","Anchorage","Palmer Alehouse (Palmer)","music","The Ken Peltier Band","7p-10p","",""
"893","2022-06-11","Anchorage","Schwabenhof (Wasilla)","music","Ukulele Russ!","7p-11p","",""
"894","2022-06-11","Anchorage","The Seaview Café (Hope)","music","Jimmy Sandy","7p-11p","",""
"895","2022-06-11","Anchorage","Alaska Cannabis Exchange","music","Radiance w/ Posterchild, Quinoa, The Guest List, D. Church, & Rachel Monae","7p-1a","",""
"896","2022-06-11","Anchorage","Koot’s","music","Comedian Joe Bartnick","7p-9p & 9:30p-11p","",""
"897","2022-06-11","Anchorage","Juneau-Douglas High School (Juneau)","music","Juneau Symphony: Night at the Oscars","8p-10p","",""
"898","2022-06-11","Anchorage","Cafecito Bonito","music","Lilac w/ Sample Text","8p-11p","",""
"899","2022-06-11","Anchorage","Serrano’s Mexican Grill","music","Hwy9 Acoustic","8p-11p","",""
"900","2022-06-11","Anchorage","Williwaw Social","dance","Reggae Dance Party with H3","8p-11p","",""
"901","2022-06-11","Anchorage","Broken Blender","music","Tony Gebhard live","8p-12a","",""
"902","2022-06-11","Anchorage","Broken Blender","dance","Forbidden Desires, Episode 147: Three Way Tango","8p-9:30p","",""
"903","2022-06-11","Anchorage","Humpy’s","music","Zen Trembles","9:30p-1:30a","",""
"904","2022-06-11","Anchorage","Roundup Steakhouse & Saloon (Fairbanks)","music","Round Up Karaoke Weekend Nights!","9:30p-2a","",""
"905","2022-06-11","Anchorage","Yukon Bar (Seward)","music","UKULELE RUSS & HIS ONE MAN FRONTIER BAND","9p-1:30a","",""
"906","2022-06-12","Anchorage","Soldotna Creek Park (Kenai)","festival","Kenai River Festival","11a-4p","",""
"907","2022-06-12","Anchorage","Kenai Senior Citizen’s Center (Kenai)","music","Anchorage Bowl Chamber Orchestra","2p-4:30p","",""
"908","2022-06-12","Anchorage","Raven Bar","dance","Pride Kickoff BBQ and Tea Dance w/ DJ Mike Mason","2p-8p","",""
"909","2022-06-12","Anchorage","Juneau-Douglas High School (Juneau)","music","Juneau Symphony: Night at the Oscars","3p-5p","",""
"910","2022-06-12","Anchorage","Mountain High Pizza Pie (Talkeetna)","music","Steve Durr","5p-8p","",""
"911","2022-06-12","Anchorage","The Marlin (Fairbanks)","music","Sunday Night Karaoke!","6p-12a","",""
"912","2022-06-12","Anchorage","The Creek Street Cabaret (Ketchikan)","music","Sunday Open Mic","6p-9p","",""
"913","2022-06-12","Anchorage","International Hotel and Bar (Fairbanks)","music","Cold Country Bluegrass","7p-9p","",""
"914","2022-06-12","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"915","2022-06-12","Anchorage","Humpys","music","Open Mic Jam","8p-11p","",""
"916","2022-06-12","Anchorage","Williwaw Social","community","Sunny Side Pride! DRAG BRUNCH at Williwaw!","8p-11p","",""
"917","2022-06-12","Anchorage","Van’s Dive Bar","music","Open Mic! Overlorded by Wash Your Hands","8p-12a","",""
"918","2022-06-12","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Sunday","8p-2a","",""
"919","2022-06-12","Anchorage","Yukon Bar (Seward)","music","UKULELE RUSS & HIS ONE MAN FRONTIER BAND","9p-1:30a","",""
"920","2022-06-12","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"921","2022-06-13","Anchorage","Peratrovich Park (Anchorage)","music","Music for Little Ones w/ The Timbre Music Band","12p-1p","",""
"922","2022-06-13","Anchorage","Yukon Bar (Seward)","music","Open Jam w/ Ben Sayers","8:30p-12a","",""
"923","2022-06-13","Anchorage","Van’s Dive Bar","comedy","Comedy Open Mic","8:30p-9:30p","",""
"924","2022-06-13","Anchorage","Van’s Dive Bar","music","Mull Over Mondays w/ Ellie Kenealy","9:30p-12a","",""
"925","2022-06-13","Anchorage","Koot’s","music","The Monday Mic at Koots","9p-12a","",""
"926","2022-06-14","Anchorage","Koot’s","music","The Eternal Cowboys","10p-12a","",""
"927","2022-06-14","Anchorage","Anchorage Museum","music","Danger & Diva","11:30p-12:30p","",""
"928","2022-06-14","Anchorage","Organic Oasis","music","Turnagain Blue","5:30p-7:30p","",""
"929","2022-06-14","Anchorage","American Legion Spenard Post 28","music","Taco Tuesday Open Mic w/Rousted By Bulls!","6:30p-9:30p","",""
"930","2022-06-14","Anchorage","Klondike Mike’s & the Main Street Grill (Palmer)","music","The Open Stage","7p-10p","",""
"931","2022-06-14","Anchorage","Fairview Inn (Talkeetna)","music","Open Mic w/ Andy Mullen","7p-1a","",""
"932","2022-06-14","Anchorage","The Creek Street Cabaret (Ketchikan)","music","Summer SLAM!","7p-9p","",""
"933","2022-06-14","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"934","2022-06-14","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"935","2022-06-15","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"936","2022-06-15","Anchorage","Peratrovich Park (Anchorage)","music","Turnagain Blues","12p-1p","",""
"937","2022-06-15","Anchorage","Soldotna Creek Park","music","FIVE LETTER WORD with Kelsey Shields","6p-9p","",""
"938","2022-06-15","Anchorage","Sportsman’s Bar (Whittier)","music","Summer Wednesdays w/Hwy9!","6p-9p","",""
"939","2022-06-15","Anchorage","907 Alehouse","music","Tyrone Palmer & Friends","7p-10p","",""
"940","2022-06-15","Anchorage","PubHouse","music","Witty Youngman","7p-10p","",""
"941","2022-06-15","Anchorage","Schwabenhof (Wasilla)","music","Open Mic","7p-12a","",""
"942","2022-06-15","Anchorage","Running Reindeer Ranch (Fairbanks)","music","Music with Reindeer","7p-8p","",""
"943","2022-06-15","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"944","2022-06-15","Anchorage","Humpy’s","music","Jared Woods","8:30p-12:30a","",""
"945","2022-06-15","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-11p","",""
"946","2022-06-15","Anchorage","Koot’s","music","KASH Country Night at Koot's","8p-12:30a","",""
"947","2022-06-15","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Karaoke Wednesdays","8p-12a","",""
"948","2022-06-15","Anchorage","The Marlin (Fairbanks)","music","Open Mic at The Marlin!","8p-2a","",""
"949","2022-06-15","Anchorage","Eddie’s Sports Bar","music","Jukebox Karaoke Roadshow","9p-12a","",""
"950","2022-06-15","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"951","2022-06-15","Anchorage","Van’s Dive Bar","music","Karaoke w/ The Milkman and/or The Dairy Queen!","9p-12a","",""
"952","2022-06-15","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"953","2022-08-15","Anchorage","Crow Creek Mine (Girdwood)","music","Larry Zarella","6p-8:30p","",""
"954","2022-08-15","Anchorage","Glacier Valley Church of God (Juneau)","music","Music Practice","7p-8:30p","",""
"955","2022-08-15","Anchorage","Spoonline (Girdwood)","music","Jim Lewin & Diana Z","7p-9p","",""
"956","2022-08-15","Anchorage","Van’s Dive Bar","music","Nikki Now","9:30p-12a","",""
"957","2022-08-15","Anchorage","Koot’s","music","The Monday Mic at Koots","9p-12a","",""
"958","2022-08-16","Anchorage","Fairview Inn (Talkeetna)","music","Open Mic w/ Andy Mullen 7p-","","",""
"959","2022-08-16","Anchorage","Koot’s","music","The Eternal Cowboys","10p-12a","",""
"960","2022-08-16","Anchorage","Anchorage Museum","music","Lunch on the Lawn: Fox in the Henhouse","11:30a-1:30p","",""
"961","2022-08-16","Anchorage","American Legion Spenard Post 28","music","Taco Tuesday Open Mic w/Gary Stedman!","6:30p-9:30p","",""
"962","2022-08-16","Anchorage","Klondike Mike’s & the Main Street Grill (Palmer)","music","The Open Stage","7p-10p","",""
"963","2022-08-16","Anchorage","Humpy’s","music","Will Johnson","8:30p-12:30a","",""
"964","2022-08-16","Anchorage","Cantwell Lodge (Cantwell)","music","Live Music w/ Cami from Miami","8p-12a","",""
"965","2022-08-16","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"966","2022-08-16","Anchorage","Van’s Dive Bar","music","OPEN JAM w/ Daylight Mike","9p-12a","",""
"967","2022-08-16","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"968","2022-08-17","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"969","2022-08-17","Anchorage","Soldotna Creek Park (Soldotna)","music","DEREK POPPIN BAND w/ Sue Biggs and Jack Will","6p-9p","",""
"970","2022-08-17","Anchorage","PubHouse","music","Witty Youngman","7p-10p","",""
"971","2022-08-17","Anchorage","Koot’s","music","KASH Country Night at Koot's","7p-11:30p","",""
"972","2022-08-17","Anchorage","Schwabenhof (Wasilla)","music","Open Mic","7p-12a","",""
"973","2022-08-17","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"974","2022-08-17","Anchorage","Humpy’s","music","Lisa Lisa & That Guy","8:30p-12:30a","",""
"975","2022-08-17","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-11p","",""
"976","2022-08-17","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Karaoke Wednesdays","8p-12a","",""
"977","2022-08-17","Anchorage","Panorama Pizza Pub (Cantwell)","music","Karaoke at Panorama Pizza Pub","8p-1a","",""
"978","2022-08-17","Anchorage","The Marlin (Fairbanks)","music","Open Mic at The Marlin!","8p-2a","",""
"979","2022-08-17","Anchorage","Eddie’s Sports Bar","music","Jukebox Karaoke Roadshow","9p-12a","",""
"980","2022-08-17","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"981","2022-08-17","Anchorage","Van’s Dive Bar","music","Karaoke w/ The Milkman and/or The Dairy Queen!","9p-12a","",""
"982","2022-08-17","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"983","2022-10-01","Anchorage","Oktoberfest","music","Family-Friendly Fall Fundraiser","","",""
"984","2022-10-01","Anchorage","Koot’s","music","Velvet La La Live","10p-2:45a","",""
"985","2022-10-01","Anchorage","Klondike Mike’s & the Main Street Grill","music","Glacier Hoppers","10p-2a","",""
"986","2022-10-01","Anchorage","The Maverick Saloon (Soldotna)","music","Hot Mess","10p-2a","",""
"987","2022-10-01","Anchorage","The Crowbar","music","DJ Manny’s Annual Purge COSTUMED EVENT","10p-3a","",""
"988","2022-10-01","Anchorage","Hilltop Ski Area","festival","Oktoberfest - Family-Friendly Fall Fundraiser","12p-8p","",""
"989","2022-10-01","Anchorage","UAF Brooks Building (Fairbanks)","dance","Iñu-Yupiaq Dance Group","4p-6p","",""
"990","2022-10-01","Anchorage","Anchorage Museum","music","Free Hispanic Heritage Month Celebration","6:30p-7:30p","",""
"991","2022-10-01","Anchorage","The Crystal Saloon (Juneau)","music","Beer. Brats. Brandenburgs.","6p-10p","",""
"992","2022-10-01","Anchorage","Alaska Hotel and Bar (Juneau)","community","QTLY MILK RUN with HOWIE & DAN","7p-10:30p","",""
"993","2022-10-01","Anchorage","American Legion Post 15 (Palmer)","music","100 Proof Karaoke","7p-10p","",""
"994","2022-10-01","Anchorage","Egan Convention Center","music","Wrestle Pro Alaska: The Calm Before the Storm","7p-10p","",""
"995","2022-10-01","Anchorage","Koot’s","music","Viva Spenard 10","7p-10p","",""
"996","2022-10-01","Anchorage","Valley Performing Arts (Wasilla)","comedy","DEARLY DEPARTED: A Comedy","7p-10p","",""
"997","2022-10-01","Anchorage","Williwaw Social","music","3OH!3 live at Williwaw Social!","7p-10p","",""
"998","2022-10-01","Anchorage","Anchorage Social Dance Club","dance","Oktoberfest Dance","7p-11p","",""
"999","2022-10-01","Anchorage","Palmer Train Depot (Palmer)","music","Emo Night w/ Sideways & Millennial Falcons","7p-11p","",""
"1000","2022-10-01","Anchorage","Alaska Center for the Performing Arts","music","Mari Black in concert","7p-9:30p","",""
"1001","2022-10-01","Anchorage","Koot’s","music","Comedian Kevin Farley","7p-9p & 9:30p-11p","",""
"1002","2022-10-01","Anchorage","The Gaslight Bar","music","The Jukebox Karaoke Roadshow","8p-11p","",""
"1003","2022-10-01","Anchorage","Anchorage Moose Lodge","music","Zen Trembles Live","8p-12a","",""
"1004","2022-10-01","Anchorage","The Catch Restaurant & Bar (Soldotna)","music","Country Music w/ Virgil Lee Gattenby","8p-12a","",""
"1005","2022-10-01","Anchorage","Don Jose’s Mexican Restaurant","music","Jukebox Karaoke Roadshow","8p-12a","",""
"1006","2022-10-01","Anchorage","Hightower Pub (Girdwood)","festival","HarpDaddy Unraveled Oktoberfesting","8p-12a","",""
"1007","2022-10-01","Anchorage","The Broken Blender","music","Sweet Cheeks Cabaret: Wenches and Wrenches","8p-9:30p","",""
"1008","2022-10-01","Anchorage","The Howling Dog Saloon (Fairbanks)","festival","Shaggtoberfest","9:30p-12a","",""
"1009","2022-10-01","Anchorage","Roundup Steakhouse & Saloon (Fairbanks)","music","Round Up Karaoke Weekend Nights!","9:30p-2a","",""
"1010","2022-10-01","Anchorage","Mad Myrna’s","music","Mad Myrna's Diva Variety Show","9p-11:30p","",""
"1011","2022-10-01","Anchorage","Van’s Dive Bar","music","The River Livers","9p-12a","",""
"1012","2022-10-02","Anchorage","Pioneer Bar","music","Industry Night w/ Joe Brady","10p-2a","",""
